id	parent_id	tiu_id_item	type	slug	name_ru	name_en	name_zh_cn	name_zh_tw	image	short_description	description	meta_title	meta_description	meta_keywords	status	sort	price_min	price_max	country	currency	unit	payment	amount_min	address_name	address_lat	address_long	left_id	right_id
22	3	serv_20	uslugi	stroitelno-remontnye-uslugi	Строительно ремонтные услуги	Building and repair services	建筑，维修服务	建築，維修服務	null						1	22	0	122606798									6967	7007
23	3	serv_21	uslugi	remont-kvartir-domov-kottedzhey-i-pomeshcheniy	Ремонт квартир, домов, коттеджей и помещений	Repair of apartments, houses, cottages and rooms	修理公寓，住宅，别墅和客房	修理公寓，住宅，別墅和客房	null						1	23	0	65309652									7007	7064
24	3	serv_22	uslugi	proektno-stroitelnye-uslugi	Проектно-строительные услуги	Design and construction services	设计和施工服务	設計和施工服務	null						1	24	0	35000000									7064	7096
25	3	serv_23	uslugi	burovye-raboty	Буровые работы	Drilling operations	钻井作业	鑽井作業	null						1	25	0	1650000									7096	7102
26	3	serv_24	uslugi	stroitelstvo-i-rekonstrukcionnye-uslugi-zdaniy-i-sooruzheniy	Строительство и реконструкционные услуги зданий и сооружений	Construction and reconstruction of buildings and facilities services	建设和改造的建筑物和设施服务	建設和改造的建築物和設施服務	null						1	26	0	2147483647									7102	7121
27	3	serv_25	uslugi	landshaftnyy-dizayn-ozelenenie-i-blagoustroystvo	Ландшафтный дизайн, озеленение и благоустройство	Landscape design, planting and landscaping	景观设计，种植和园林绿化	景觀設計，種植和園林綠化	null						1	27	0	8977579									7121	7133
28	3	serv_26	uslugi	uslugi-dizayna-intererov-i-ekstererov	Услуги дизайна интерьеров и экстерьеров	Services of design of interiors and exteriors	内部和外部的设计服务	內部和外部的設計服務	null						1	28	0	7136640									7133	7152
29	3	serv_27	uslugi	uslugi-teploizolyacii-zvukoizolyacii-gidroizolyacii	Услуги теплоизоляции, звукоизоляции, гидроизоляции	Services insulation, sound insulation, waterproofing	服务保温，隔音，防水	服務保溫，隔音，防水	null						1	29	0	2681280									7152	7159
30	3	serv_28	uslugi	stroitelstvo-i-remont-dorog-mostov-i-tonneley	Строительство и ремонт дорог, мостов и тоннелей	Construction and repair of roads, bridges and tunnels	建设和修复道路，桥梁和隧道	建設和修復道路，橋樑和隧道	null						1	30	0	11500000									7159	7167
31	3	serv_29	uslugi	inzhenerno-stroitelnye-uslugi-obshchee	Инженерно-строительные услуги, общее	Engineering and construction services, general	工程施工服务，一般	工程施工服務，一般	null						1	31	0	3629430	347246								7167	7168
32	3	serv_30	uslugi	inzhenerno-ekologicheskie-izyskaniya	Инженерно-экологические изыскания	Engineering and environmental surveys	工程与环境调查	工程與環境調查	null						1	32	0	500000									7168	7169
33	3	serv_31	uslugi	gidrotehnicheskie-uslugi	Гидротехнические услуги	Engineering Services	工程服务	工程服務	null						1	33	0	3202010									7169	7177
34	3	serv_32	uslugi	proektirovanie-montazh-obsluzhivanie-strukturnyh-kabelnyh-setey-sks	Проектирование, монтаж, обслуживание структурных кабельных сетей (скс)	Design, installation, maintenance of structural cabling systems (SCS)	设计，安装，维护的结构化布线系统（SCS）	設計，安裝，維護的結構化佈線系統（SCS）	null						1	34	0	7139951									7177	7191
35	3	serv_33	uslugi	investicionnye-proekty-v-stroitelstve	Инвестиционные проекты в строительстве	Investment projects in construction	在建投资项目	在建投資項目	null						1	35	0	7000000									7191	7192
36	3	serv_34	uslugi	montazh-i-obsluzhivanie-pnevmopochty	Монтаж и обслуживание пневмопочты	Installation and maintenance of pneumatic	安装维修气动	安裝維修氣動	null						1	36	0	0									7192	7193
37	4	serv_35	uslugi	arenda-spectehniki	Аренда спецтехники	Rental of machinery	租赁的机器	租賃的機器	null						1	37	0	13765220	347230	4	695	2	1				7194	7219
38	4	serv_36	uslugi	arenda-transportnyh-sredstv	Аренда транспортных средств	Vehicle rental	汽车租赁	汽車租賃	null						1	38	0	5000									7219	7228
39	4	serv_37	uslugi	arenda-instrumenta-i-oborudovaniya	Аренда инструмента и оборудования	Rent tools and equipment	租金的工具和设备	租金的工具和設備	null						1	39	0	100000000									7228	7247
40	4	serv_38	uslugi	arenda-oborudovaniya-dlya-vystavok-i-shou-biznesa	Аренда оборудования для выставок и шоу-бизнеса	Rental equipment for exhibitions and show-business	展览和展示企业租赁设备	展覽和展示企業租賃設備	null						1	40	0	170000									7247	7259
41	4	serv_39	uslugi	uslugi-prokata-i-arendy-obshchee	Услуги проката и аренды, общее	Rental and lease, general	出租和租赁，一般	出租和租賃，一般	null						1	41	0	299000									7259	7260
42	4	serv_40	uslugi	arenda-tovarov-dlya-svadeb-i-prazdnikov	Аренда товаров для свадеб и праздников	Rental of products for weddings and celebrations	租赁产品，为婚礼和庆典	租賃產品，為婚禮和慶典	null						1	42	0	49000									7260	7261
43	4	serv_41	uslugi	arenda-odezhdy	Аренда одежды	Rental clothes	出租衣服	出租衣服	null						1	43	0	25000									7261	7262
44	4	serv_42	uslugi	arenda-tovarov-sfery-obsluzhivaniya	Аренда товаров сферы обслуживания	Rent of goods Service sector	商品服务业的租金	商品服務業的租金	null						1	44	0	45000									7262	7263
45	4	serv_43	uslugi	arenda-mebeli	Аренда мебели	Rent of furniture	家具出租	家具出租	null						1	45	0	25000									7263	7264
46	4	serv_44	uslugi	arenda-sportivnogo-oborudovaniya-i-inventarya	Аренда спортивного оборудования и инвентаря	Rent sports equipment	出租运动器材	出租運動器材	null						1	46	0	40000									7264	7265
47	4	serv_45	uslugi	arenda-rabochih-mest	Аренда рабочих мест	Rent jobs	租工作	租工作	null						1	47	0	180000									7265	7266
48	4	serv_46	uslugi	arenda-detskih-tovarov	Аренда детских товаров	Rent of goods for children	租金儿童产品	租金兒童產品	null						1	48	0	1563411									7266	7273
49	4	serv_47	uslugi	arenda-bytovoy-tehniki	Аренда бытовой техники	Hire of home appliances	租用家电	租用家電	null						1	49	0	2700100	347230	4	695	2	1				7273	7274
50	4	serv_48	uslugi	arenda-biotualetov	Аренда биотуалетов	Rent of biotoilets	出租生物厕所	出租生物廁所	null						1	50	0	6000									7274	7275
51	4	serv_49	uslugi	arenda-avtostoyanok	Аренда автостоянок	Rental car parks	租赁停车场	租賃停車場	null						1	51	0	2264400	347230	6	695	2	1				7275	7276
52	4	serv_50	uslugi	arenda-ofisnoy-tehniki	Аренда офисной техники	Office equipment	办公设备	辦公設備	null						1	52	0	1500									7276	7277
53	4	serv_51	uslugi	prokat-turisticheskogo-snaryazheniya	Прокат туристического снаряжения	Touring Equipment	旅游装备	旅遊裝備	null						1	53	17000	185000									7277	7278
54	4	serv_52	uslugi	arenda-medicinskoy-tehniki-i-oborudovaniya	Аренда медицинской техники и оборудования	Rental of medical devices and equipment	租赁医疗器械和设备的	租賃醫療器械和設備的	null						1	54	0	1200									7278	7279
55	4	serv_53	uslugi	arenda-ptic-i-zhivotnyh	Аренда птиц и животных	Rent of birds and animals	鸟类和动物的租金	鳥類和動物的租金	null						1	55	300	5000									7279	7280
56	4	serv_54	uslugi	arenda-zhivyh-rasteniy	Аренда живых растений	Rent living plants	租活的植物	租活的植物	null						1	56	null	null									7280	7281
57	4	serv_55	uslugi	arenda-oborudovaniya-dlya-salonov-krasoty	Аренда оборудования для салонов красоты	Rental equipment for beauty salons	美容美发设备出租	美容美髮設備出租	null						1	57	5000	12500									7281	7282
58	2	serv_56	uslugi	remont-i-tehnicheskoe-obsluzhivanie-avtotransporta	Ремонт и техническое обслуживание автотранспорта	Maintenance and repair of motor vehicles	维护和修理汽车	維護和修理汽車	null						1	58	0	97650255									8138	8189
59	5	serv_57	uslugi	remont-i-obsluzhivanie-bytovoy-tehniki	Ремонт и обслуживание бытовой техники	Repair and maintenance of household appliances	修理和维修家电	修理和維修家電	null						1	59	0	5740756									7283	7303
60	2	serv_58	uslugi	remont-montazh-izgotovlenie-i-naladka-promyshlennogo-oborudovaniya	Ремонт, монтаж, изготовление и наладка промышленного оборудования	Equipment repair, construction, manufacturing and setting up of industrial equipment	修理，建筑，制造和建立工业设备	修理，建築，製造和建立工業設備	null						1	60	0	3284180									8189	8213
61	5	serv_59	uslugi	remont-i-obsluzhivanie-ofisnoy-tehniki	Ремонт и обслуживание офисной техники	Repair and maintenance of office equipment	修理和维护办公设备	修理和維護辦公設備	null						1	61	0	5986221									7303	7310
62	5	serv_60	uslugi	remont-i-tehnicheskoe-obsluzhivanie-gruzovikov	Ремонт и техническое обслуживание грузовиков	Repair and maintenance services of trucks	货车修理和维护服务	貨車修理和維護服務	null						1	62	0	547000									7310	7311
63	5	serv_61	uslugi	remont-i-tehnicheskoe-obsluzhivanie-stroitelnoy-dorozhnoy-i-karernoy-spectehniki	Ремонт и техническое обслуживание строительной, дорожной и карьерной спецтехники	Repair and maintenance of construction, road and mining machinery	修理和维护的建筑，道路和矿山机械	修理和維護的建築，道路和礦山機械	null						1	63	0	1000000									7311	7312
64	5	serv_62	uslugi	remont-montazh-izgotovlenie-i-naladka-elektrotehnicheskogo-oborudovaniya	Ремонт, монтаж, изготовление и наладка электротехнического оборудования	Repair, installation, construction and commissioning of electrical equipment	维修，安装，施工和电气设备调试	維修，安裝，施工和電氣設備調試	null						1	64	0	957788									7312	7313
65	5	serv_63	uslugi	remont-i-tehnicheskoe-obsluzhivanie-zheleznodorozhnoy-tehniki	Ремонт и техническое обслуживание железнодорожной техники	Repair and maintenance of railway equipment	修理和维护铁路设备	修理和維護鐵路設備	null						1	65	0	350000									7313	7314
66	5	serv_64	uslugi	remont-i-kalibrovka-instrumenta	Ремонт и калибровка инструмента	Repair and calibration tool	维修和校准工具	維修和校準工具	null						1	66	0	202055									7314	7315
67	5	serv_65	uslugi	remont-tehnicheskoe-obsluzhivanie-rollet-i-vorot	Ремонт, техническое обслуживание роллет и ворот	Repair and maintenance of rolling shutters and gates	修理和维护卷帘门和门	修理和維護卷簾門和門	null						1	67	0	18000									7315	7316
68	5	serv_66	uslugi	remont-i-poverka-izmeritelnyh-priborov	Ремонт и поверка измерительных приборов	Repair and calibration of measuring instruments	维修和测量仪器的校准	維修和測量儀器的校準	null						1	68	0	420670									7316	7317
69	5	serv_67	uslugi	remont-i-tehnicheskoe-obsluzhivanie-selhoztehniki	Ремонт и техническое обслуживание сельхозтехники	Repair and maintenance of agricultural machinery	拖车服务	修理和維護農業機械	null						1	69	0	110000									7317	7318
70	5	serv_68	uslugi	tehnicheskoe-obsluzhivanie-i-remont-ognetushiteley	Техническое обслуживание и ремонт огнетушителей	Maintenance and repair of fire extinguishers	保养和维修灭火器	保養和維修滅火器	null						1	70	0	44800									7318	7319
71	5	serv_69	uslugi	remont-i-tehnicheskoe-obsluzhivanie-liftovogo-oborudovaniya	Ремонт и техническое обслуживание лифтового оборудования	Repair and maintenance of lifting equipment	维修与保养的起重设备	維修與保養的起重設備	null						1	71	0	28000									7319	7320
72	5	serv_70	uslugi	remont-i-tehnicheskoe-obsluzhivanie-sadovo-parkovoy-tehniki	Ремонт и техническое обслуживание садово-парковой техники	Repair and maintenance of garden equipment	修理和维护的园林设备	修理和維護的園林設備	null						1	72	0	2549885									7320	7321
73	5	serv_71	uslugi	remont-i-tehnicheskoe-obsluzhivanie-torgovogo-i-vystavochnogo-oborudovaniya	Ремонт и техническое обслуживание торгового и выставочного оборудования	Maintenance and repair of trade and exhibition equipment	保养和维修的贸易和展览器材	保養和維修的貿易和展覽器材	null						1	73	0	350000									7321	7322
74	5	serv_72	uslugi	remont-i-tehnicheskoe-obsluzhivanie-skladskih-pogruzchikov	Ремонт и техническое обслуживание складских погрузчиков	Repair and maintenance of forklifts,	修理和维护叉车，	修理和維護叉車，	null						1	74	0	255000									7322	7323
75	5	serv_73	uslugi	remont-i-tehnicheskoe-obsluzhivanie-moto-velo-transporta	Ремонт и техническое обслуживание мото-вело транспорта	Repair and maintenance of bicycles Transport	维修和维护自行车交通	維修和維護自行車交通	null						1	75	0	622167									7323	7324
76	5	serv_74	uslugi	remont-i-obsluzhivanie-medicinskoy-tehniki	Ремонт и обслуживание медицинской техники	Repair and maintenance of medical equipment	修理和维护医疗设备	修理和維護醫療設備	null						1	76	0	10000000									7324	7325
77	5	serv_75	uslugi	remont-tehnicheskoe-obsluzhivanie-sportivnogo-oborudovaniya-i-inventarya	Ремонт, техническое обслуживание спортивного оборудования и инвентаря	Repair and maintenance of sports equipment	维修与保养的运动装备	維修與保養的運動裝備	null						1	77	0	1200000									7325	7326
78	5	serv_76	uslugi	remont-i-obsluzhivanie-seyfov	Ремонт и обслуживание сейфов	Repair and maintenance of safes	修理和维护保险柜	修理和維護保險櫃	null						1	78	1790	7990									7326	7327
79	5	serv_77	uslugi	remont-i-obsluzhivanie-oborudovaniya-salonov-krasoty	Ремонт и обслуживание оборудования салонов красоты	Equipment repair and maintenance beauty salons	设备维修保养美容美发	設備維修保養美容美髮	null						1	79	7	1500									7327	7328
80	5	serv_78	uslugi	remont-i-obsluzhivanie-upakovochnogo-oborudovaniya	Ремонт и обслуживание упаковочного оборудования	Repair and maintenance of packaging equipment	维修与保养的包装设备	維修與保養的包裝設備	null						1	80	400	1100									7328	7329
81	5	serv_79	uslugi	remont-i-tehnicheskoe-obsluzhivanie-aviacionnoy-tehniki	Ремонт и техническое обслуживание авиационной техники	Repair and maintenance of aeronautical engineering	修理和维护航空工程	修理和維護航空工程	null						1	81	0	135605									7329	7330
82	5	serv_80	uslugi	remont-igrushek	Ремонт игрушек	Repair toys	修理玩具	修理玩具	null						1	82	null	null									7330	7331
83	5	serv_81	uslugi	remont-obsluzhivanie-modernizaciya-ispytatelnogo-laboratornogo-oborudovaniya	Ремонт, обслуживание, модернизация испытательного лабораторного оборудования	Repair, maintenance, modernization of the test laboratory equipment	维修，保养，测试实验室设备现代化	維修，保養，測試實驗室設備現代化	null						1	83	null	null									7331	7332
84	6	serv_82	uslugi	yuridicheskie-uslugi	Юридические услуги	Legal fees	法律服务	法律服務	null						1	84	0	3322841									7333	7349
85	6	serv_83	uslugi	poligraficheskie-uslugi	Полиграфические услуги	Printing Services	服务当铺	印刷服務	null						1	85	0	2750100									7349	7355
86	6	serv_84	uslugi	buhgalterskie-i-auditorskie-uslugi	Бухгалтерские и аудиторские услуги	Accounting and auditing services	会计和审计服务	會計和審計服務	null						1	86	0	1068300									7355	7374
87	6	serv_85	uslugi	sertifikaciya-inspekcionnye-sluzhby-kreditnyy-menedzhment	Сертификация, инспекционные службы, кредитный менеджмент	Certification, inspection services, credit management	认证，检验服务，信用管理	認證，檢驗服務，信用管理	null						1	87	0	1875157									7374	7382
88	6	serv_86	uslugi	finansovye-uslugi	Финансовые услуги	Financial services	金融服务	金融服務	null						1	88	0	10000000									7382	7405
89	6	serv_87	uslugi	uslugi-ocenki-i-nezavisimoy-ekspertizy	Услуги оценки и независимой экспертизы	Assessment services and independent examination	评估服务，独立的检查	評估服務，獨立的檢查	null						1	89	0	5858854									7405	7413
90	6	serv_88	uslugi	autsorsing	Аутсорсинг	Outsourcing	外包	外包	null						1	90	0	5349389									7413	7434
91	6	serv_89	uslugi	uslugi-v-sfere-ekologii	Услуги в сфере экологии	Services in the field of ecology	在生态学领域服务	在生態學領域服務	null						1	91	0	300000									7434	7439
92	6	serv_90	uslugi	konsaltingovye-uslugi	Консалтинговые услуги	Consulting services	咨询服务	諮詢服務	null						1	92	0	1875157									7439	7461
93	6	serv_91	uslugi	kadrovye-uslugi	Кадровые услуги	Staffing Services	人力资源服务	人力資源服務	null						1	93	0	2088408									7461	7481
94	6	serv_92	uslugi	uslugi-organizacii-i-prodazhi-biznesa	Услуги организации и продажи бизнеса	Services organization and sale of business	服务机构和销售业务	服務機構和銷售業務	null						1	94	0	370000000									7481	7486
95	6	serv_93	uslugi	marketingovye-uslugi	Маркетинговые услуги	Marketing services	服务易货	市場營銷服務	null						1	95	0	168750									7486	7491
96	6	serv_94	uslugi	organizaciya-delovyh-poezdok	Организация деловых поездок	Organization of business trips	商务旅行组织	商務旅行組織	null						1	96	0	2000000									7491	7504
97	6	serv_95	uslugi	drugie-delovye-uslugi	Другие деловые услуги	Other business services	其他商业服务	其他商業服務	null						1	97	0	252050									7504	7505
98	6	serv_96	uslugi	izgotovlenie-pechatey-i-shtampov	Изготовление печатей и штампов	Production of seals and stamps	制作印章的	製作印章的	null						1	98	0	153876									7505	7506
99	6	serv_97	uslugi	brokerskie-posrednicheskie-i-agentskie-uslugi	Брокерские, посреднические и агентские услуги	Brokerage, brokerage and agency services	经纪，经纪及代理服务	經紀，經紀及代理服務	null						1	99	0	1800000									7506	7512
100	6	serv_98	uslugi	razrabotka-tehnicheskoy-dokumentacii	Разработка технической документации	Development of technical documentation	技术文档开发	技術文檔開發	null						1	100	0	50000									7512	7513
101	6	serv_99	uslugi	uslugi-lingvisticheskogo-perevoda	Услуги лингвистического перевода	Services of language translation	语言翻译服务	語言翻譯服務	null						1	101	0	969909									7513	7517
102	6	serv_100	uslugi	torgovye-uslugi-organizaciya-aukcionov-i-tenderov	Торговые услуги, организация аукционов и тендеров	Business services, organization of auctions and tenders	商务服务，组织拍卖和招标	商務服務，組織拍賣和招標	null						1	102	0	15000000									7517	7532
103	6	serv_101	uslugi	pr-uslugi	Pr услуги	Pr Services	参观国外展览会的组织	公關服務	null						1	103	0	2500100									7532	7533
104	6	serv_102	uslugi	arhivnoe-hranenie-i-unichtozhenie-dokumentov	Архивное хранение и уничтожение документов	Archiving and destruction of documents	归档和销毁文件	歸檔和銷毀文件	null						1	104	339	339									7533	7534
105	6	serv_103	uslugi	uslugi-dlya-ofisa	Услуги для офиса	Services for the office	对于办公服务	對於辦公服務	null						1	105	0	220000									7534	7535
106	6	serv_104	uslugi	uslugi-po-organizacii-vystavok	Услуги по организации выставок	Services for the organization of exhibitions	对于展览的组织服务	對於展覽的組織服務	null						1	106	0	3820992									7535	7541
107	6	serv_105	uslugi	uslugi-po-organizacii-konferenciy-i-forumov	Услуги по организации конференций и форумов	Services for the organization of conferences and forums	为会议和论坛的组织服务	為會議和論壇的組織服務	null						1	107	0	45000									7541	7542
108	6	serv_106	uslugi	uslugi-v-sfere-migracii	Услуги в сфере миграции	Services in the field of migration	在移民领域的服务	在移民領域的服務	null						1	108	0	10107000									7542	7553
109	7	serv_107	uslugi	f3b57775eb_remont-i-obsluzhivanie-bytovoy-tehniki	Ремонт и обслуживание бытовой техники	Repair and maintenance of household appliances	修理和维修家电	修理和維修家電	null						1	109	0	781393									7554	7574
110	7	serv_108	uslugi	kliningovye-uslugi	Клининговые услуги	Cleaning Services	清洁服务	清潔服務	null						1	110	0	392130									7574	7575
111	7	serv_109	uslugi	uslugi-izgotovleniya-i-obsluzhivaniya-bytovyh-tovarov	Услуги изготовления и обслуживания бытовых товаров	Services of manufacturing and maintenance of household goods	制造和维护的家庭用品的服务	製造和維護的家庭用品的服務	null						1	111	0	27967665									7575	7588
112	7	serv_110	uslugi	uslugi-po-poshivu-i-remontu-izdeliy	Услуги по пошиву и ремонту изделий	Service of sewing and repair products	缝制和维修产品的服务	縫製和維修產品的服務	null						1	112	0	1175736									7588	7595
113	7	serv_111	uslugi	kino-video-foto-semka	Кино-, видео-, фото- съемка	Cinema-, video-, photo-shooting	影片，视频，照相摄影	影片，視頻，照相攝影	null						1	113	0	37000									7595	7599
114	7	serv_112	uslugi	parikmaherskie-uslugi	Парикмахерские услуги	Hairdressing	美发	美髮	null						1	114	0	216690									7599	7600
115	7	serv_113	uslugi	ritualnye-uslugi	Ритуальные услуги	Funeral Services	殡仪服务	殯儀服務	null						1	115	0	350000									7600	7601
116	7	serv_114	uslugi	manikyur-i-pedikyur	Маникюр и педикюр	Mani Pedi	资金转账服务	修指甲和修腳	null						1	116	0	107064									7601	7602
117	7	serv_115	uslugi	bytovye-uslugi-obshchee	Бытовые услуги, общее	Household services, general	家庭服务，一般	家庭服務，一般	null						1	117	0	32500									7602	7603
118	7	serv_116	uslugi	uslugi-dlya-domashnih-zhivotnyh	Услуги для домашних животных	Services for pets	宠物服务	寵物服務	null						1	118	0	100000									7603	7604
119	7	serv_117	uslugi	okleyka-plenkoy-okon-sten	Оклейка пленкой окон, стен	Pasting film windows, walls	贴膜窗户，墙壁	貼膜窗戶，牆壁	null						1	119	0	25000									7604	7605
120	7	serv_118	uslugi	yuvelirnye-uslugi	Ювелирные услуги	Jewellery services	珠宝服务	珠寶服務	null						1	120	0	757003									7605	7606
121	7	serv_119	uslugi	himicheskiy-analiz-vody	Химический анализ воды	Chemical analysis of water	水化学分析	水化學分析	null						1	121	0	100000									7606	7607
122	7	serv_120	uslugi	8b1288d04b_arenda-bytovoy-tehniki	Аренда бытовой техники	Hire of home appliances	租用家电	租用家電	null						1	122	null	null									7607	7608
123	7	serv_121	uslugi	uslugi-brachnyh-agentstv	Услуги брачных агентств	Services of the marriage agencies	对婚介机构的服务	對婚介機構的服務	null						1	123	0	35000									7608	7609
124	7	serv_122	uslugi	713a5a90f5_remont-tehnicheskoe-obsluzhivanie-sportivnogo-oborudovaniya-i-inventarya	Ремонт, техническое обслуживание спортивного оборудования и инвентаря	Repair and maintenance of sports equipment	维修与保养的运动装备	維修與保養的運動裝備	null						1	124	null	null									7609	7610
125	8	serv_123	uslugi	transportnaya-logistika	Транспортная логистика	Transport logistics	运输物流	運輸物流	null						1	125	0	21984604									7611	7625
126	8	serv_124	uslugi	skladskie-uslugi	Складские услуги	Warehousing	仓储	倉儲	null						1	126	0	2650000									7625	7632
127	8	serv_125	uslugi	transportnye-uslugi	Транспортные услуги	Transportation services	运输服务	運輸服務	null						1	127	0	10000000	347259	4	695	3	1				7632	7659
128	8	serv_126	uslugi	tamozhennye-uslugi	Таможенные услуги	Customs services	定制服务	定制服務	null						1	128	0	4540711									7659	7663
129	8	serv_127	uslugi	kurerskie-uslugi	Курьерские услуги	Courier services	快递服务	快遞服務	null						1	129	0	2367656									7663	7664
130	8	serv_128	uslugi	logisticheskie-i-skladskie-uslugi-obshchee	Логистические и складские услуги, общее	Logistics and warehousing services, general	物流和仓储服务，一般	物流和倉儲服務，一般	null						1	130	0	10000									7664	7665
131	8	serv_129	uslugi	strahovanie-gruzov	Страхование грузов	Cargo Insurance	清点	貨物運輸保險	null						1	131	0	37900									7665	7666
132	8	serv_130	uslugi	soprovozhdenie-gruzov	Сопровождение грузов	Support of cargoes	修理水泵	支持貨物	null						1	132	null	null									7666	7667
133	8	serv_131	uslugi	agenty-po-frahtovym-operaciyam	Агенты по фрахтовым операциям	Freight agent	货运代理	貨運代理	null						1	133	0	0									7667	7668
134	9	serv_132	uslugi	uslugi-metalloobrabotki	Услуги металлообработки	Services of metal working	金属加工服务	金屬加工服務	null						1	134	0	2549885									7669	7684
135	9	serv_133	uslugi	42d8de89ca_remont-montazh-izgotovlenie-i-naladka-promyshlennogo-oborudovaniya	Ремонт, монтаж, изготовление и наладка промышленного оборудования	Equipment repair, construction, manufacturing and setting up of industrial equipment	修理，建筑，制造和建立工业设备	修理，建築，製造和建立工業設備	null						1	135	0	10050080									7684	7708
136	9	serv_134	uslugi	pokraska-i-nanesenie-pokrytiy	Покраска и нанесение покрытий	Paint and coating	油漆和涂料	油漆和塗料	null						1	136	0	91053665									7708	7714
137	9	serv_135	uslugi	uslugi-peskostruynoy-obrabotki-poverhnostey	Услуги пескоструйной обработки поверхностей	Services sandblasting surfaces	服务喷砂表面	服務噴砂表面	null						1	137	0	129395									7714	7715
138	9	serv_136	uslugi	uslugi-obrabotki-plastmass	Услуги обработки пластмасс	Services Plastics processing	服务塑料加工	服務塑料加工	null						1	138	0	216917620									7715	7721
139	9	serv_137	uslugi	proektno-konstruktorskie-i-tehnologicheskie-raboty	Проектно-конструкторские и технологические работы	Design and engineering works	设计和工程工作	設計和工程工作	null						1	139	0	950000									7721	7722
140	9	serv_138	uslugi	uslugi-laboratoriy	Услуги лабораторий	Services of laboratories	实验室服务	實驗室服務	null						1	140	0	250000									7722	7723
